,accept,reward,m_type,income,accounts,overdraft,rating,cards,homes,family,Owner,balance
11168,No,Points,Letter,3,2,No,1,2,2,4,Yes,851.0
11169,No,Points,Letter,2,2,No,1,3,1,3,Yes,168.0
11170,No,Air Miles,Letter,2,2,No,3,1,1,4,No,1862.0
11171,No,Air Miles,Letter,1,1,Yes,3,2,2,5,Yes,956.0
11172,No,Air Miles,Letter,2,1,No,1,2,1,3,Yes,410.0
11173,No,Air Miles,Postcard,2,2,No,3,1,1,4,Yes,104.0
11174,No,Points,Letter,2,2,No,2,3,1,5,No,1735.0
11175,No,Cash Back,Postcard,1,2,No,3,2,1,4,Yes,766.0
11176,No,Air Miles,Postcard,3,1,No,2,2,1,4,Yes,1103.0
11177,No,Cash Back,Letter,3,1,No,2,3,2,3,Yes,800.0
11178,No,Cash Back,Letter,1,2,No,3,2,1,5,Yes,557.0
11179,No,Cash Back,Postcard,3,1,No,1,2,1,4,Yes,270.0
11180,No,Air Miles,Postcard,2,1,No,2,2,1,3,Yes,1629.0
11181,No,Points,Postcard,2,2,No,3,3,1,3,Yes,2092.0
11182,No,Points,Letter,2,1,No,3,1,1,5,Yes,77.0
11183,No,Points,Letter,3,1,No,1,1,1,3,No,1530.0
11184,No,Points,Letter,2,1,No,3,2,2,1,Yes,148.0
11185,No,Cash Back,Letter,3,2,No,2,3,1,4,No,1925.0
11186,No,Cash Back,Postcard,2,1,No,3,3,1,2,No,811.0
11187,No,Cash Back,Postcard,2,1,No,2,3,1,3,No,769.0
11188,No,Air Miles,Letter,1,1,No,2,1,1,5,No,686.0
11189,No,Cash Back,Postcard,1,1,Yes,1,3,2,5,Yes,546.0
11190,No,Cash Back,Postcard,2,2,No,3,1,2,3,No,772.0
11191,No,Cash Back,Letter,2,2,No,2,2,2,5,Yes,1464.0
11192,No,Air Miles,Letter,2,2,No,1,1,1,4,Yes,917.0
11193,No,Cash Back,Postcard,2,1,No,1,1,1,3,Yes,495.0
11194,No,Points,Letter,3,1,No,2,1,1,3,Yes,893.0
11195,No,Cash Back,Letter,1,1,Yes,2,1,2,4,Yes,1786.0
11196,No,Cash Back,Postcard,1,1,Yes,3,2,1,3,Yes,602.0
11197,No,Cash Back,Postcard,1,1,No,1,1,2,4,No,398.0
11198,No,Cash Back,Postcard,1,1,No,1,1,1,2,Yes,233.0
11199,No,Cash Back,Postcard,1,1,No,2,3,1,2,Yes,893.0
11200,No,Cash Back,Postcard,2,1,Yes,3,2,1,3,No,1699.0
11201,No,Air Miles,Postcard,3,1,No,1,2,1,3,Yes,67.0
11202,No,Air Miles,Postcard,1,2,No,3,2,2,4,No,1217.0
11203,No,Cash Back,Postcard,2,1,No,3,1,2,2,No,1008.0
11204,No,Air Miles,Postcard,2,1,No,2,3,2,2,Yes,1455.0
11205,No,Cash Back,Postcard,2,2,No,1,1,1,3,Yes,1499.0
11206,No,Cash Back,Postcard,2,1,Yes,3,3,2,4,Yes,145.0
11207,No,Cash Back,Postcard,2,1,No,3,3,2,2,Yes,66.0
11208,No,Points,Postcard,3,1,No,2,2,1,5,Yes,572.0
11209,No,Cash Back,Letter,1,1,No,3,3,2,4,No,643.0
11210,No,Air Miles,Letter,2,2,No,1,2,1,3,Yes,1542.0
11211,No,Air Miles,Postcard,2,1,Yes,1,1,2,5,No,800.0
11212,No,Points,Postcard,3,1,No,3,2,1,5,No,599.0
11213,No,Cash Back,Postcard,3,1,No,1,1,1,4,No,704.0
11214,No,Points,Postcard,1,1,No,2,3,1,3,Yes,616.0
11215,No,Air Miles,Postcard,2,1,Yes,3,1,1,2,Yes,878.0
11216,No,Points,Letter,2,1,No,2,1,2,3,Yes,2047.0
11217,No,Cash Back,Postcard,3,1,No,2,2,1,5,Yes,595.0
11218,Yes,Cash Back,Postcard,2,1,Yes,1,2,2,4,No,496.0
11219,No,Points,Postcard,1,2,Yes,2,1,1,2,Yes,275.0
11220,Yes,Points,Postcard,1,1,No,3,2,1,2,Yes,780.0
11221,No,Air Miles,Letter,1,1,No,3,1,2,4,Yes,563.0
11222,No,Air Miles,Postcard,3,1,No,2,3,1,4,No,879.0
11223,No,Points,Letter,1,2,No,2,1,1,3,No,127.0
11224,No,Points,Letter,2,1,No,1,1,1,4,Yes,811.0
11225,No,Air Miles,Postcard,2,1,Yes,3,1,1,4,Yes,1677.0
11226,Yes,Cash Back,Postcard,3,1,No,2,3,1,4,Yes,1394.0
11227,No,Points,Letter,2,1,No,3,2,1,4,No,413.0
11228,No,Points,Postcard,1,2,No,1,2,1,2,No,642.0
11229,No,Points,Letter,1,2,No,2,3,2,4,No,1557.0
11230,No,Points,Postcard,1,1,No,3,3,1,4,Yes,475.0
11231,No,Air Miles,Postcard,2,2,Yes,3,2,1,2,Yes,167.0
11232,No,Air Miles,Postcard,3,1,No,2,2,1,4,Yes,1210.0
11233,No,Air Miles,Postcard,3,1,No,2,1,1,5,No,547.0
11234,No,Points,Postcard,2,2,No,3,1,2,4,No,1645.0
11235,No,Cash Back,Postcard,1,1,No,2,1,1,4,Yes,1621.0
11236,No,Air Miles,Letter,1,2,No,3,1,1,4,Yes,1197.0
11237,No,Cash Back,Postcard,2,1,No,3,3,1,3,No,379.0
11238,Yes,Cash Back,Postcard,1,2,No,1,1,1,3,Yes,1579.0
11239,No,Air Miles,Letter,1,1,No,1,1,1,2,Yes,580.0
11240,No,Points,Postcard,2,1,Yes,3,1,1,3,Yes,1022.0
11241,No,Points,Letter,3,1,Yes,1,1,1,2,No,319.0
11242,No,Points,Postcard,3,1,No,3,3,2,3,Yes,1876.0
11243,No,Points,Letter,3,2,No,1,3,1,4,Yes,1280.0
11244,No,Cash Back,Postcard,3,1,Yes,2,2,1,3,No,327.0
11245,No,Points,Postcard,2,1,Yes,2,3,1,3,Yes,269.0
11246,No,Cash Back,Postcard,2,2,No,2,1,1,3,Yes,497.0
11247,No,Air Miles,Letter,1,1,No,3,1,1,2,Yes,1093.0
11248,No,Cash Back,Letter,3,2,No,1,1,1,2,No,1272.0
11249,No,Air Miles,Letter,3,2,No,2,1,1,1,Yes,1725.0
11250,No,Air Miles,Postcard,1,1,Yes,2,1,1,4,Yes,820.0
11251,No,Air Miles,Postcard,2,1,Yes,2,2,1,5,No,641.0
11252,No,Points,Postcard,2,1,No,1,2,1,5,No,327.0
11253,No,Air Miles,Letter,2,1,No,2,3,1,4,Yes,1289.0
11254,No,Cash Back,Postcard,1,1,Yes,3,1,1,4,No,853.0
11255,No,Points,Postcard,2,1,Yes,2,3,1,5,No,1794.0
11256,No,Points,Postcard,3,1,Yes,3,3,1,5,Yes,1121.0
11257,Yes,Air Miles,Postcard,2,1,Yes,2,2,2,2,No,759.0
11258,No,Cash Back,Letter,1,1,No,3,2,2,5,Yes,965.0
11259,No,Points,Postcard,2,2,No,3,1,2,5,No,964.0
11260,Yes,Points,Letter,2,1,No,1,2,2,2,Yes,1155.0
11261,No,Air Miles,Letter,1,1,No,2,2,1,2,Yes,1979.0
11262,No,Points,Letter,3,1,No,1,2,1,2,Yes,1831.0
11263,No,Air Miles,Letter,2,1,Yes,3,1,1,4,Yes,951.0
11264,No,Points,Postcard,1,1,No,3,3,1,2,Yes,253.0
11265,No,Points,Postcard,3,2,No,2,3,2,3,Yes,2079.0
11266,No,Cash Back,Letter,1,2,No,3,1,1,2,No,628.0
11267,No,Cash Back,Letter,1,1,No,1,2,2,5,Yes,2123.0
11268,No,Cash Back,Postcard,3,1,Yes,2,1,1,5,Yes,630.0
11269,No,Points,Postcard,2,1,Yes,3,3,1,4,Yes,886.0
11270,No,Points,Letter,3,2,No,2,2,2,3,Yes,802.0
11271,No,Cash Back,Letter,2,1,No,2,1,1,1,No,75.0
11272,No,Air Miles,Letter,2,1,No,2,2,1,5,No,408.0
11273,No,Cash Back,Letter,3,2,No,1,2,1,2,Yes,527.0
11274,No,Points,Letter,1,1,No,3,2,1,4,No,1315.0
11275,No,Points,Postcard,2,1,No,3,1,1,5,No,137.0
11276,Yes,Air Miles,Letter,2,1,No,3,1,1,3,Yes,963.0
11277,No,Cash Back,Letter,3,1,No,2,2,1,2,Yes,448.0
11278,No,Points,Letter,2,1,No,3,1,1,3,Yes,418.0
11279,No,Air Miles,Letter,2,1,Yes,3,2,1,2,No,489.0
11280,No,Air Miles,Postcard,1,1,No,2,3,2,3,Yes,416.0
11281,No,Points,Letter,2,2,No,1,1,2,4,Yes,301.0
11282,No,Air Miles,Postcard,3,1,No,1,2,1,3,No,1729.0
11283,No,Cash Back,Letter,2,1,No,1,2,1,3,Yes,1263.0
11284,No,Cash Back,Letter,2,1,No,3,1,1,1,No,376.0
11285,No,Points,Letter,3,1,No,1,1,1,4,Yes,154.0
11286,No,Air Miles,Postcard,1,1,No,2,1,1,5,No,612.0
11287,No,Cash Back,Postcard,2,2,No,1,3,1,4,No,964.0
11288,No,Air Miles,Letter,1,1,No,2,2,1,5,No,939.0
11289,No,Air Miles,Letter,2,1,No,3,3,2,5,No,1487.0
11290,Yes,Air Miles,Postcard,2,1,Yes,1,2,1,5,No,264.0
11291,No,Points,Postcard,2,1,No,3,3,1,5,Yes,1983.0
11292,No,Air Miles,Postcard,2,1,Yes,3,3,2,3,Yes,364.0
11293,No,Cash Back,Postcard,3,1,No,2,1,1,3,Yes,958.0
11294,No,Points,Postcard,2,1,No,1,3,1,4,Yes,165.0
11295,No,Air Miles,Letter,3,1,No,3,2,1,1,No,298.0
11296,No,Cash Back,Postcard,2,1,Yes,1,2,1,3,Yes,415.0
11297,No,Points,Letter,3,1,No,3,3,1,3,No,1956.0
11298,No,Cash Back,Letter,1,2,No,3,2,1,4,Yes,111.0
11299,No,Air Miles,Postcard,2,2,Yes,3,1,1,4,Yes,1228.0
11300,No,Cash Back,Letter,2,1,No,3,1,2,2,Yes,1855.0
11301,No,Cash Back,Letter,2,2,No,1,2,1,3,Yes,705.0
11302,No,Air Miles,Letter,3,1,No,1,1,1,4,Yes,1098.0
11303,No,Cash Back,Letter,1,1,No,1,2,2,4,Yes,191.0
11304,No,Points,Letter,2,1,No,2,1,1,4,Yes,546.0
11305,No,Points,Letter,2,1,No,3,3,1,4,Yes,222.0
11306,No,Points,Postcard,3,1,No,3,1,1,2,No,462.0
11307,No,Air Miles,Postcard,2,1,No,1,3,2,4,Yes,1500.0
11308,No,Cash Back,Postcard,2,1,No,2,1,1,3,No,337.0
11309,No,Points,Letter,2,1,No,2,1,1,3,Yes,226.0
11310,No,Cash Back,Postcard,3,1,No,2,3,2,3,Yes,1448.0
11311,No,Points,Letter,3,1,No,3,2,1,3,Yes,1077.0
11312,No,Air Miles,Postcard,2,2,No,1,1,1,4,No,1333.0
11313,No,Points,Postcard,2,2,No,2,3,2,4,Yes,1369.0
11314,No,Cash Back,Postcard,3,1,No,1,2,1,2,No,240.0
11315,No,Air Miles,Letter,2,1,No,3,2,1,4,Yes,900.0
11316,No,Points,Letter,2,1,No,1,2,1,3,Yes,1815.0
11317,No,Cash Back,Postcard,2,1,No,2,2,1,5,No,204.0
11318,No,Points,Postcard,2,2,No,1,2,1,5,Yes,528.0
11319,No,Air Miles,Letter,2,1,Yes,1,2,1,4,Yes,1014.0
11320,No,Cash Back,Postcard,2,1,No,1,3,1,3,No,954.0
11321,No,Air Miles,Letter,2,1,No,1,3,1,3,Yes,738.0
11322,No,Points,Letter,1,1,No,2,3,1,5,Yes,428.0
11323,No,Points,Letter,3,2,No,1,3,2,5,Yes,53.0
11324,Yes,Air Miles,Postcard,1,1,No,1,3,1,5,Yes,256.0
11325,No,Air Miles,Letter,2,1,No,1,2,1,2,Yes,547.0
11326,No,Cash Back,Postcard,1,1,No,3,2,1,5,No,1765.0
11327,No,Cash Back,Letter,1,2,No,1,2,1,4,Yes,676.0
11328,No,Air Miles,Letter,3,2,No,3,1,1,2,Yes,800.0
11329,No,Cash Back,Postcard,3,1,No,1,3,1,3,No,431.0
11330,No,Air Miles,Letter,2,1,Yes,2,1,2,4,Yes,218.0
11331,No,Cash Back,Letter,1,1,No,2,3,1,3,Yes,2147.0
11332,No,Points,Postcard,2,1,Yes,1,2,1,3,Yes,1082.0
11333,No,Air Miles,Postcard,2,2,No,2,2,1,1,No,629.0
11334,Yes,Air Miles,Postcard,2,2,No,1,3,1,4,No,1684.0
11335,No,Points,Letter,2,1,Yes,3,1,1,3,Yes,593.0
11336,No,Cash Back,Postcard,1,2,No,1,2,1,5,Yes,898.0
11337,No,Points,Postcard,1,1,No,2,1,1,1,Yes,711.0
11338,No,Air Miles,Postcard,1,2,Yes,3,1,1,2,Yes,356.0
11339,No,Cash Back,Letter,3,1,No,1,3,1,4,No,957.0
11340,No,Points,Postcard,3,1,No,3,2,1,5,Yes,1119.0
11341,No,Air Miles,Postcard,2,1,No,3,1,1,4,Yes,1303.0
11342,No,Air Miles,Postcard,3,1,Yes,3,1,1,3,No,53.0
11343,No,Cash Back,Letter,3,2,No,3,3,2,3,Yes,56.0
11344,No,Points,Postcard,3,1,No,1,2,1,2,Yes,1851.0
11345,Yes,Points,Postcard,1,1,No,1,3,1,3,No,351.0
11346,No,Cash Back,Postcard,2,1,Yes,3,2,1,2,Yes,1389.0
11347,No,Air Miles,Letter,2,1,No,3,1,2,2,Yes,109.0
11348,No,Points,Letter,2,1,Yes,2,2,1,4,No,535.0
11349,No,Points,Postcard,3,2,Yes,2,2,1,5,No,1326.0
11350,No,Points,Letter,1,1,No,3,1,2,2,Yes,359.0
11351,No,Cash Back,Postcard,2,1,No,2,1,1,3,No,790.0
11352,No,Points,Letter,2,2,No,3,2,1,4,Yes,2184.0
11353,No,Cash Back,Postcard,3,1,No,1,1,1,4,Yes,1571.0
11354,No,Cash Back,Postcard,2,1,No,2,1,1,5,Yes,874.0
11355,No,Cash Back,Letter,3,1,No,2,2,1,4,Yes,66.0
11356,No,Air Miles,Letter,2,1,No,2,2,1,3,Yes,372.0
11357,No,Cash Back,Postcard,2,1,No,2,1,1,5,Yes,566.0
11358,Yes,Points,Postcard,2,2,No,2,1,1,1,Yes,383.0
11359,No,Cash Back,Letter,2,2,No,3,1,1,4,Yes,1332.0
11360,No,Air Miles,Letter,2,1,No,3,3,1,3,Yes,1604.0
11361,No,Cash Back,Postcard,2,1,No,2,1,2,4,No,453.0
11362,No,Cash Back,Postcard,1,1,No,1,3,1,4,Yes,322.0
11363,No,Air Miles,Letter,2,2,No,3,1,1,3,Yes,1360.0
11364,No,Air Miles,Postcard,1,1,No,3,3,1,3,Yes,717.0
11365,Yes,Cash Back,Postcard,3,1,Yes,1,1,2,4,Yes,1361.0
11366,No,Cash Back,Letter,1,1,No,3,2,2,4,Yes,18.0
11367,No,Air Miles,Postcard,1,1,Yes,1,1,2,5,No,1991.0
11368,No,Air Miles,Letter,3,1,No,3,3,2,5,No,154.0
11369,No,Points,Postcard,1,2,No,2,2,1,4,Yes,483.0
11370,No,Points,Letter,2,1,No,3,1,1,5,Yes,383.0
11371,No,Air Miles,Postcard,2,1,Yes,2,1,1,4,Yes,743.0
11372,No,Air Miles,Postcard,2,1,No,3,2,1,4,No,1212.0
11373,No,Cash Back,Postcard,2,1,No,3,3,1,5,Yes,474.0
11374,No,Cash Back,Letter,3,1,No,2,2,1,5,No,1150.0
11375,No,Air Miles,Letter,2,1,No,2,2,1,4,No,1339.0
11376,No,Cash Back,Postcard,2,1,No,2,3,2,4,Yes,1719.0
11377,No,Cash Back,Letter,3,2,No,3,2,2,3,No,371.0
11378,No,Air Miles,Letter,1,1,No,2,1,1,2,No,1282.0
11379,No,Cash Back,Letter,2,1,No,3,2,1,4,No,434.0
11380,No,Air Miles,Letter,3,1,No,3,2,1,4,Yes,741.0
11381,No,Air Miles,Postcard,3,1,No,3,1,1,3,Yes,346.0
11382,No,Points,Letter,3,1,No,2,1,2,3,Yes,1853.0
11383,No,Air Miles,Postcard,2,1,No,3,1,1,3,No,237.0
11384,No,Points,Postcard,3,1,No,1,3,1,4,Yes,94.0
11385,No,Cash Back,Letter,2,1,No,1,1,2,2,Yes,921.0
11386,No,Points,Letter,2,1,No,1,3,2,3,No,461.0
11387,No,Cash Back,Letter,1,2,No,3,2,1,5,Yes,178.0
11388,No,Cash Back,Postcard,2,1,Yes,2,3,1,4,No,348.0
11389,No,Points,Letter,3,1,Yes,1,1,2,3,No,1095.0
11390,No,Cash Back,Letter,1,1,No,3,2,1,2,Yes,1213.0
11391,Yes,Points,Postcard,3,1,Yes,2,2,1,3,No,72.0
11392,No,Points,Postcard,2,1,No,1,2,1,4,Yes,522.0
11393,No,Air Miles,Postcard,2,1,No,2,1,1,3,No,1203.0
11394,No,Air Miles,Letter,3,1,No,3,1,1,4,Yes,806.0
11395,No,Air Miles,Postcard,3,2,No,3,2,1,3,Yes,990.0
11396,No,Air Miles,Postcard,3,1,No,2,1,2,4,No,1989.0
11397,No,Points,Letter,3,2,No,3,3,1,2,Yes,982.0
11398,No,Cash Back,Postcard,3,2,Yes,1,2,1,2,Yes,419.0
11399,No,Cash Back,Letter,2,1,No,2,3,1,5,No,1041.0
11400,Yes,Air Miles,Letter,1,1,Yes,2,3,1,3,Yes,491.0
11401,No,Air Miles,Letter,1,1,No,3,2,2,5,Yes,658.0
11402,No,Air Miles,Letter,2,1,No,2,2,2,4,No,659.0
11403,No,Cash Back,Postcard,2,1,No,1,1,2,3,Yes,488.0
11404,No,Cash Back,Postcard,2,1,No,1,2,2,2,No,1213.0
11405,No,Cash Back,Postcard,2,1,No,3,1,1,3,Yes,1022.0
11406,No,Cash Back,Letter,2,1,No,2,1,1,3,No,761.0
11407,No,Cash Back,Postcard,3,1,No,3,1,1,3,No,665.0
11408,No,Cash Back,Letter,2,1,Yes,2,1,2,4,No,435.0
11409,No,Air Miles,Letter,2,2,No,3,2,1,3,No,669.0
11410,No,Air Miles,Letter,1,1,Yes,1,2,1,4,No,233.0
11411,No,Cash Back,Letter,2,2,No,2,3,2,2,Yes,604.0
11412,No,Cash Back,Postcard,2,2,No,3,2,1,2,Yes,651.0
11413,No,Cash Back,Postcard,1,1,No,3,1,1,3,No,535.0
11414,No,Points,Postcard,3,2,Yes,1,2,1,4,Yes,371.0
11415,No,Cash Back,Letter,3,1,No,2,1,1,2,Yes,487.0
11416,No,Air Miles,Postcard,2,1,No,2,3,1,4,No,658.0
11417,No,Points,Letter,1,1,No,2,1,1,3,Yes,70.0
11418,No,Cash Back,Letter,1,1,No,2,1,1,3,Yes,1246.0
11419,No,Points,Letter,2,1,No,1,1,1,4,Yes,913.0
11420,No,Cash Back,Postcard,2,2,No,1,3,1,5,Yes,981.0
11421,No,Cash Back,Letter,1,1,No,1,2,2,2,Yes,305.0
11422,No,Cash Back,Letter,1,1,Yes,3,1,2,3,Yes,1600.0
11423,No,Air Miles,Postcard,2,1,No,2,2,1,3,No,457.0
11424,No,Cash Back,Letter,2,1,No,2,1,1,5,Yes,810.0
11425,No,Air Miles,Postcard,2,1,No,3,2,1,5,Yes,655.0
11426,No,Points,Postcard,2,1,No,3,3,1,3,No,320.0
11427,No,Points,Letter,1,2,No,2,2,1,1,Yes,1674.0
11428,No,Points,Postcard,3,1,No,1,1,2,2,Yes,278.0
11429,No,Cash Back,Postcard,3,1,No,3,2,1,5,No,2095.0
11430,No,Points,Letter,2,1,Yes,2,2,1,4,Yes,277.0
11431,No,Cash Back,Letter,2,1,No,3,2,1,3,No,1344.0
11432,No,Air Miles,Postcard,2,1,No,3,2,1,4,Yes,461.0
11433,No,Points,Postcard,2,1,No,3,1,2,3,No,320.0
11434,No,Cash Back,Letter,3,1,No,1,2,1,2,No,170.0
11435,No,Points,Postcard,3,1,No,2,1,1,4,Yes,864.0
11436,No,Points,Letter,1,1,Yes,2,1,1,3,Yes,646.0
11437,No,Cash Back,Letter,1,1,No,3,2,1,5,No,738.0
11438,No,Cash Back,Postcard,2,2,No,2,2,1,2,Yes,284.0
11439,No,Points,Postcard,3,2,No,2,1,1,5,No,54.0
11440,No,Air Miles,Letter,3,1,No,3,2,2,4,Yes,2024.0
11441,No,Cash Back,Postcard,1,1,No,1,1,1,3,Yes,476.0
11442,Yes,Air Miles,Letter,1,1,No,2,2,1,5,Yes,1877.0
11443,No,Points,Letter,2,1,No,3,1,1,4,Yes,415.0
11444,No,Points,Postcard,2,1,No,3,2,2,4,No,296.0
11445,No,Points,Postcard,2,1,No,2,1,1,5,Yes,1103.0
11446,No,Points,Postcard,3,2,No,1,2,1,4,Yes,793.0
11447,Yes,Points,Postcard,1,1,No,1,3,1,3,Yes,150.0
11448,No,Cash Back,Postcard,2,1,No,2,1,1,3,Yes,4.0
11449,No,Air Miles,Letter,2,1,No,1,1,1,4,No,67.0
11450,No,Cash Back,Letter,3,2,No,1,1,1,5,Yes,759.0
11451,No,Points,Letter,3,1,No,2,2,1,2,No,2002.0
11452,Yes,Cash Back,Postcard,1,2,No,1,1,1,3,Yes,1153.0
11453,No,Air Miles,Letter,2,1,No,1,1,1,3,Yes,626.0
11454,No,Air Miles,Letter,1,1,No,3,3,2,3,No,365.0
11455,No,Cash Back,Postcard,1,2,No,2,2,1,5,Yes,271.0
11456,No,Points,Postcard,1,1,No,1,1,1,4,Yes,675.0
11457,No,Points,Postcard,1,1,No,3,1,1,4,Yes,1082.0
11458,No,Cash Back,Letter,3,1,No,3,2,1,3,Yes,367.0
11459,Yes,Air Miles,Letter,2,1,No,3,2,2,4,No,41.0
11460,No,Points,Postcard,1,2,No,3,1,1,5,Yes,992.0
11461,No,Cash Back,Letter,1,1,No,3,1,1,3,Yes,786.0
11462,No,Cash Back,Postcard,3,1,No,1,2,1,4,Yes,698.0
11463,No,Cash Back,Postcard,2,1,No,2,1,1,5,No,57.0
11464,No,Points,Letter,1,1,No,2,3,1,4,No,1526.0
11465,Yes,Points,Postcard,1,2,No,3,1,1,2,No,572.0
11466,Yes,Points,Letter,1,1,Yes,1,3,1,4,Yes,1781.0
11467,No,Points,Postcard,2,1,No,3,2,1,5,Yes,758.0
11468,Yes,Points,Postcard,1,1,No,2,2,1,5,Yes,831.0
11469,No,Air Miles,Letter,2,2,Yes,2,1,1,3,Yes,1329.0
11470,No,Cash Back,Postcard,1,2,No,3,3,1,5,Yes,108.0
11471,No,Cash Back,Letter,2,2,No,3,1,2,5,Yes,377.0
11472,No,Air Miles,Letter,2,1,No,2,3,1,4,Yes,831.0
11473,No,Cash Back,Letter,1,1,Yes,1,1,1,2,No,1335.0
11474,Yes,Air Miles,Letter,2,1,No,2,1,1,4,No,166.0
11475,No,Cash Back,Letter,2,1,No,3,3,1,5,Yes,388.0
11476,No,Air Miles,Postcard,2,1,No,3,2,1,3,Yes,427.0
11477,No,Cash Back,Postcard,2,2,No,3,2,1,3,No,671.0
11478,No,Points,Letter,2,2,No,2,2,2,5,Yes,980.0
11479,No,Points,Letter,2,2,No,3,3,1,3,No,438.0
11480,No,Points,Postcard,1,1,No,2,1,2,2,No,348.0
11481,Yes,Points,Postcard,2,1,No,1,2,1,2,Yes,787.0
11482,No,Points,Letter,3,2,No,3,3,2,4,Yes,589.0
11483,No,Air Miles,Postcard,2,1,No,3,1,2,5,Yes,1432.0
11484,No,Air Miles,Letter,2,1,No,3,2,2,2,Yes,594.0
11485,No,Air Miles,Letter,2,1,No,1,1,1,4,Yes,173.0
11486,Yes,Points,Postcard,1,1,Yes,1,2,1,3,No,629.0
11487,No,Air Miles,Postcard,3,1,No,3,3,1,5,No,1554.0
11488,No,Cash Back,Letter,2,1,No,3,1,1,2,No,1132.0
11489,No,Cash Back,Letter,2,2,No,2,1,1,4,Yes,653.0
11490,No,Air Miles,Postcard,2,1,No,1,2,1,2,Yes,1046.0
11491,No,Points,Letter,2,2,No,2,2,2,3,Yes,829.0
11492,No,Points,Postcard,3,1,Yes,1,2,1,3,Yes,435.0
11493,No,Points,Postcard,2,1,No,3,3,2,3,Yes,1643.0
11494,No,Air Miles,Letter,2,1,No,3,1,1,1,Yes,1894.0
11495,No,Air Miles,Postcard,2,2,No,2,2,1,4,No,1165.0
11496,No,Air Miles,Letter,2,1,No,2,1,1,4,Yes,1045.0
11497,No,Points,Letter,1,1,Yes,2,2,2,2,Yes,206.0
11498,No,Air Miles,Postcard,2,2,No,3,2,1,3,Yes,404.0
11499,No,Points,Letter,1,2,No,3,3,1,5,Yes,574.0
11500,No,Air Miles,Letter,2,2,No,1,1,1,5,Yes,456.0
11501,No,Cash Back,Postcard,2,1,No,3,1,1,1,Yes,117.0
11502,No,Points,Letter,3,1,No,2,1,1,5,Yes,1474.0
11503,No,Air Miles,Postcard,2,2,No,3,2,1,3,No,367.0
11504,No,Air Miles,Postcard,1,1,No,2,1,2,3,No,1206.0
11505,No,Cash Back,Postcard,3,2,No,2,2,1,4,No,381.0
11506,No,Cash Back,Letter,1,1,No,2,2,1,4,Yes,1532.0
11507,No,Cash Back,Postcard,2,1,No,2,2,1,4,No,640.0
11508,Yes,Points,Letter,2,1,No,1,1,1,4,Yes,971.0
11509,No,Cash Back,Letter,1,1,No,3,1,2,5,Yes,105.0
11510,No,Cash Back,Postcard,1,1,No,2,1,1,1,No,314.0
11511,No,Cash Back,Postcard,1,1,No,3,2,1,4,No,626.0
11512,No,Air Miles,Letter,1,1,No,2,2,1,4,Yes,80.0
11513,No,Points,Postcard,1,2,No,2,2,1,3,Yes,448.0
11514,No,Air Miles,Letter,3,1,No,3,2,1,4,No,520.0
11515,No,Points,Postcard,3,1,No,3,2,1,2,No,678.0
11516,No,Air Miles,Letter,2,2,No,1,2,1,3,Yes,344.0
11517,No,Air Miles,Postcard,2,2,No,1,2,2,4,Yes,230.0
11518,No,Points,Postcard,3,1,No,1,3,1,4,Yes,1710.0
11519,No,Cash Back,Postcard,1,1,No,2,3,2,5,No,1477.0
11520,No,Cash Back,Postcard,1,1,No,1,1,1,5,No,942.0
11521,No,Points,Letter,1,1,No,3,1,2,4,Yes,1075.0
11522,No,Points,Letter,2,1,No,1,1,1,4,Yes,535.0
11523,No,Cash Back,Letter,2,1,No,3,1,1,3,No,1464.0
11524,No,Air Miles,Postcard,1,2,No,3,1,1,5,Yes,806.0
11525,No,Cash Back,Letter,1,2,No,2,3,2,4,Yes,832.0
11526,No,Air Miles,Letter,2,2,Yes,3,3,2,2,No,1168.0
11527,No,Points,Postcard,3,1,No,3,1,1,4,Yes,282.0
11528,No,Air Miles,Letter,1,1,Yes,1,1,2,3,Yes,589.0
11529,No,Cash Back,Postcard,2,1,No,3,1,1,3,Yes,1246.0
11530,No,Air Miles,Postcard,2,1,No,3,3,1,5,Yes,93.0
11531,No,Cash Back,Letter,2,2,Yes,2,1,1,4,Yes,629.0
11532,No,Points,Letter,1,2,No,1,2,1,4,Yes,423.0
11533,No,Points,Letter,2,1,Yes,3,1,1,3,Yes,1507.0
11534,No,Air Miles,Postcard,1,1,No,3,1,1,5,No,1292.0
11535,No,Cash Back,Postcard,2,2,Yes,2,2,1,2,No,2000.0
11536,No,Air Miles,Letter,3,1,Yes,1,3,1,4,Yes,443.0
11537,No,Air Miles,Postcard,3,1,No,1,1,1,4,Yes,250.0
11538,No,Air Miles,Postcard,2,2,No,3,2,1,2,Yes,1104.0
11539,No,Points,Letter,2,2,No,1,2,1,3,Yes,822.0
11540,No,Cash Back,Postcard,2,1,No,3,3,1,4,Yes,444.0
11541,No,Air Miles,Letter,2,1,No,1,2,1,4,No,1638.0
11542,No,Cash Back,Postcard,3,1,No,3,1,1,4,Yes,410.0
11543,No,Air Miles,Postcard,3,1,No,2,1,1,3,No,739.0
11544,No,Cash Back,Postcard,2,1,No,3,1,1,5,Yes,882.0
11545,No,Air Miles,Letter,1,1,No,2,2,2,5,No,512.0
11546,No,Air Miles,Postcard,2,2,No,1,2,1,4,Yes,1276.0
11547,No,Air Miles,Postcard,2,1,No,3,2,1,5,Yes,475.0
