,accept,balance,income,accounts,rating,cards,homes,family,reward_Cash Back,reward_Points,m_type_Postcard,overdraft_Yes,owner_Yes
2496,No,0.15588878475476411,0.5,0.0,0.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0
2497,No,0.1368322399250234,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2498,No,0.4211184004998438,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0
2499,No,0.4951577631990003,0.5,0.0,0.5,1.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0
2500,No,0.41643236488597307,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0
2501,No,0.4004998437988128,0.5,0.0,0.5,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2502,No,0.2724148703530147,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2503,No,0.20306154326772882,0.5,0.0,0.5,1.0,1.0,0.75,0.0,1.0,0.0,0.0,1.0
2504,No,0.2621055920024992,1.0,1.0,1.0,0.5,0.0,0.75,1.0,0.0,1.0,1.0,1.0
2505,No,0.6707278975320212,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0
2506,No,0.2986566697906904,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2507,No,0.15526398000624805,0.5,0.0,0.5,1.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0
2508,No,0.1711965010934083,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2509,No,0.2077475788815995,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2510,No,0.5123398937831927,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0
2511,No,0.5579506404248673,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0
2512,No,0.6373008434864105,0.5,0.0,1.0,0.5,0.0,0.75,1.0,0.0,1.0,0.0,0.0
2513,No,0.4354889097157139,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0
2514,No,0.02655420181193377,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2515,No,0.15588878475476411,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
2516,No,0.13464542330521712,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2517,No,0.24898469228366135,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2518,No,0.29771946266791627,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2519,No,0.4342393002186817,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0
2520,No,0.506716651046548,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2521,No,0.16744767260231178,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2522,No,0.06373008434864105,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0
2523,No,0.07278975320212434,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0
2524,No,0.18150577944392374,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2525,No,0.13901905654482977,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2526,No,0.548890971571384,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2527,No,0.2752264917213371,0.5,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2528,No,0.32771009059668854,0.5,0.0,0.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0
2529,No,0.14651671352702278,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2530,No,0.5089034676663543,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2531,No,0.41330834114339265,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2532,No,0.5948141205873164,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2533,No,0.2539831302717901,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
2534,No,0.2302405498281787,1.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0
2535,No,0.30740393626991563,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2536,No,0.5810684161199625,0.5,0.0,0.5,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
2537,No,0.07029053420805997,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2538,No,0.0909090909090909,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0
2539,No,0.33583255232739767,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2540,No,0.4704779756326148,0.5,1.0,0.5,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
2541,No,0.14776632302405499,0.5,1.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
2542,No,0.4642299281474539,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2543,No,0.06497969384567322,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0
2544,No,0.19119025304592316,0.5,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2545,No,0.08372383630115589,0.0,0.0,0.5,0.5,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2546,No,0.22711652608559826,0.5,0.0,0.5,1.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0
2547,No,0.2555451421430803,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0
2548,No,0.09559512652296158,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2549,No,0.5626366760387378,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2550,No,0.06310527960012496,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2551,No,0.1646360512339894,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2552,No,0.43330209309590756,1.0,0.0,0.5,0.5,1.0,0.25,1.0,0.0,1.0,0.0,1.0
2553,No,0.3533270852858482,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2554,No,0.053420805998125584,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2555,No,0.21399562636676042,0.0,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
2556,No,0.41112152452358636,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2557,No,0.4629803186504217,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0
2558,No,0.1358950328022493,0.5,0.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,1.0,1.0
2559,No,0.16994689159637613,1.0,0.0,0.5,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2560,No,0.3789440799750078,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2561,No,0.11715089034676664,1.0,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2562,No,0.3923773820681037,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0
2563,No,0.274601686972821,0.5,0.0,0.5,0.5,1.0,0.75,0.0,1.0,0.0,0.0,1.0
2564,No,0.21149640737269604,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2565,No,0.012183692596063729,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2566,No,0.1533895657606998,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2567,No,0.011246485473289597,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0
2568,No,0.15463917525773196,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0
2569,No,0.01936894720399875,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0
2570,No,0.03061543267728835,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2571,No,0.4070602936582318,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2572,No,0.27428928459856294,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
2573,No,0.2717900656044986,0.5,1.0,1.0,0.5,1.0,0.75,0.0,1.0,1.0,0.0,0.0
2574,No,0.1824429865666979,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0
2575,No,0.28865979381443296,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0
2576,No,0.5563886285535771,0.5,0.0,1.0,0.5,1.0,0.25,1.0,0.0,1.0,0.0,1.0
2577,No,0.16588566073102154,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0
2578,No,0.06279287722586692,0.5,0.0,0.5,0.0,0.0,0.75,0.0,1.0,1.0,0.0,1.0
2579,No,0.04935957513277101,0.5,0.0,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0
2580,No,0.045923149015932516,1.0,1.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2581,No,0.41643236488597307,0.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0
2582,No,0.07154014370509217,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2583,No,0.43236488597313344,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2584,No,0.4670415495157763,0.5,0.0,0.5,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0
2585,No,0.41518275538894095,0.0,0.0,0.0,1.0,0.0,0.75,1.0,0.0,0.0,1.0,1.0
2586,No,0.5698219306466729,0.0,0.0,0.5,0.5,0.0,0.25,1.0,0.0,0.0,0.0,0.0
2587,No,0.25804436113714463,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2588,No,0.22461730709153388,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0
2589,No,0.27303967510153077,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2590,No,0.39675101530771634,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0
2591,No,0.01905654482974071,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
2592,No,0.21399562636676042,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
2593,No,0.13245860668541082,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
2594,No,0.20618556701030927,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0
2595,No,0.19587628865979378,1.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2596,No,0.10809122149328336,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2597,No,0.13058419243986255,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2598,No,0.21805685723211493,0.5,0.0,1.0,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
2599,No,0.17869415807560138,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2600,No,0.3636363636363636,0.0,0.0,0.5,0.5,0.0,0.75,1.0,0.0,1.0,0.0,1.0
2601,No,0.25960637300843487,0.5,0.0,0.5,1.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
2602,No,0.013433302093095909,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2603,No,0.39893783192752263,1.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
2604,No,0.0043736332396126214,1.0,0.0,0.5,0.5,0.0,0.75,0.0,1.0,1.0,0.0,1.0
2605,No,0.06935332708528585,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2606,No,0.23836301155888784,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
2607,No,0.4039362699156514,0.5,0.0,1.0,0.5,0.0,0.25,1.0,0.0,0.0,0.0,0.0
2608,No,0.21024679787566383,0.5,1.0,0.0,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
2609,No,0.13558263042799124,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2610,No,0.24023742580443613,0.5,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0
2611,No,0.2371134020618557,0.5,0.0,1.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,1.0
2612,No,0.49328334895345205,1.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,1.0,0.0,1.0
2613,No,0.6213683223992502,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2614,No,0.1105904404873477,0.5,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2615,No,0.21274601686972822,1.0,0.0,0.5,0.5,1.0,0.25,1.0,0.0,1.0,0.0,0.0
2616,No,0.12933458294283037,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2617,No,0.006872852233676976,0.5,0.0,1.0,0.5,0.0,0.25,1.0,0.0,0.0,1.0,1.0
2618,No,0.13714464229928147,1.0,0.0,0.5,0.5,0.0,0.75,0.0,1.0,1.0,0.0,1.0
2619,No,0.11652608559825053,0.0,1.0,0.5,0.0,0.0,0.25,0.0,1.0,0.0,1.0,1.0
2620,No,0.3805060918462981,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2621,No,0.028741018431740085,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
2622,No,0.011871290221805686,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2623,No,0.16869728209934395,1.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0
2624,No,0.351765073414558,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0
2625,No,0.5651358950328023,0.5,0.0,1.0,0.5,0.0,0.75,0.0,1.0,0.0,1.0,1.0
2626,No,0.19681349578256796,1.0,0.0,1.0,0.5,0.0,0.25,1.0,0.0,1.0,0.0,0.0
2627,No,0.3014682911590128,1.0,0.0,0.5,0.0,1.0,0.75,0.0,1.0,0.0,0.0,1.0
2628,No,0.2289909403311465,0.5,0.0,0.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0
2629,No,0.03405185879412684,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2630,No,0.2492970946579194,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2631,No,0.5676351140268666,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2632,No,0.3005310840362387,0.5,0.0,1.0,0.5,0.0,0.25,0.0,1.0,0.0,1.0,1.0
2633,No,0.3133395813808185,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,1.0
2634,No,0.30178069353327086,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2635,No,0.43986254295532645,0.5,0.0,0.5,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
2636,No,0.22649172133708217,0.5,0.0,0.0,0.5,0.0,0.75,1.0,0.0,0.0,1.0,0.0
2637,No,0.5301468291159014,0.5,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0
2638,No,0.2446110590440487,1.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2639,No,0.25710715401437045,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0
2640,No,0.014370509215870042,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2641,No,0.22586691658856609,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2642,No,0.20462355513901906,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2643,No,0.12621055920024993,0.5,0.0,0.5,0.5,0.0,0.75,1.0,0.0,1.0,0.0,1.0
2644,No,0.11215245235863792,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2645,No,0.40955951265229623,0.5,0.0,0.5,0.5,1.0,0.75,0.0,1.0,0.0,0.0,1.0
2646,No,0.246485473289597,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2647,No,0.1527647610121837,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2648,No,0.528584817244611,0.5,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
2649,No,0.1752577319587629,0.5,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2650,No,0.26179318962824116,0.5,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0
2651,No,0.05654482974070603,1.0,0.0,0.5,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0
2652,No,0.18494220556076224,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
2653,No,0.19025304592314904,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2654,No,0.288972196188691,1.0,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
2655,No,0.17494532958450484,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2656,No,0.2077475788815995,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2657,No,0.21587004061230866,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2658,No,0.36019993751952517,0.5,0.0,1.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,1.0
2659,No,0.18681661980631054,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2660,No,0.17213370821618243,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2661,No,0.6788503592627304,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0
2662,No,0.5082786629178382,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2663,No,0.28772258669165884,0.0,0.0,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0
2664,No,0.07310215557638239,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2665,No,0.3533270852858482,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2666,No,0.41143392689784436,0.5,0.0,1.0,0.5,1.0,0.75,1.0,0.0,1.0,0.0,0.0
2667,No,0.2933458294283036,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0
2668,No,0.17088409871915028,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2669,No,0.08122461730709153,1.0,0.0,0.5,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2670,No,0.015307716338644174,0.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2671,No,0.07029053420805997,0.5,0.0,0.0,0.5,0.0,0.25,1.0,0.0,0.0,1.0,1.0
2672,No,0.528272414870353,0.5,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2673,No,0.4564198687910028,0.5,1.0,0.5,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
2674,No,0.4070602936582318,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0
2675,No,0.25898156825991875,1.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
2676,No,0.6076226179318963,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0
2677,No,0.1330834114339269,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2678,No,0.38644173695720085,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2679,No,0.3783192752264917,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0
2680,No,0.15307716338644173,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2681,No,0.3336457357075914,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2682,No,0.33083411433926896,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2683,No,0.5898156825991877,0.0,1.0,1.0,0.5,1.0,0.75,0.0,1.0,1.0,0.0,1.0
2684,No,0.43142767885035926,0.5,0.0,0.5,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2685,No,0.24367385192127458,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2686,No,0.1387066541705717,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
2687,No,0.15182755388940955,0.5,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0
2688,No,0.2093095907528897,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2689,No,0.535457669478288,0.5,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
2690,No,0.3795688847235239,1.0,1.0,0.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2691,No,0.2093095907528897,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0
2692,No,0.2983442674164324,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0
2693,No,0.2777257107154014,1.0,1.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,1.0,1.0
2694,No,0.2705404561074664,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
2695,No,0.06404248672289908,0.5,0.0,1.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0
2696,No,0.26491721337082164,1.0,0.0,0.5,0.5,0.0,0.25,0.0,1.0,0.0,0.0,1.0
2697,No,0.22961574507966262,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2698,No,0.12089971883786317,0.5,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2699,No,0.16994689159637613,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2700,No,0.18869103405185877,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2701,No,0.16088722274289283,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2702,No,0.5126522961574508,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2703,No,0.4320524835988753,1.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
2704,No,0.6613558263042799,0.0,0.0,0.5,0.5,0.0,0.75,1.0,0.0,0.0,1.0,1.0
2705,No,0.2552327397688222,0.5,1.0,0.5,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2706,No,0.11308965948141206,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2707,No,0.08872227428928461,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
2708,No,0.2802249297094658,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0
2709,No,0.29553264604810997,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0
2710,No,0.21243361449547016,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2711,No,0.20556076226179318,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
2712,No,0.6432364885973133,0.5,0.0,0.5,1.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
2713,No,0.3070915338956576,0.5,1.0,0.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
2714,No,0.5263980006248048,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0
2715,No,0.1246485473289597,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2716,No,0.14432989690721648,1.0,0.0,1.0,0.5,0.0,0.75,0.0,1.0,1.0,0.0,0.0
2717,No,0.2361761949390815,0.0,1.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
2718,No,0.3392689784442362,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2719,No,0.46766635426429237,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
2720,No,0.07154014370509217,0.5,0.0,1.0,0.5,0.0,0.75,0.0,1.0,0.0,0.0,0.0
2721,No,0.21555763823805063,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0
2722,No,0.044048734770384255,0.5,1.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2723,No,0.014370509215870042,0.5,0.0,1.0,0.5,1.0,0.25,0.0,1.0,0.0,0.0,0.0
2724,No,0.49984379881287094,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2725,No,0.054982817869415807,1.0,0.0,0.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2726,No,0.1155888784754764,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
2727,No,0.22555451421430806,0.5,1.0,0.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
2728,No,0.27928772258669166,0.5,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
2729,No,0.27647610121836924,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2730,No,0.14245548266166821,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2731,No,0.5504529834426742,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0
2732,No,0.1952514839112777,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0
2733,No,0.008434864104967197,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2734,No,0.24242424242424243,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2735,No,0.05904404873477038,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
